Ensembl	EntrezGene
AT2G13363-TAIR-G	6241259
AT2G13370-TAIR-G	815823
AT2G13422-TAIR-G	6240943
AT2G13430-TAIR-G	815829
AT2G13440-TAIR-G	815830
AT2G13450-TAIR-G	815831
AT2G13463-TAIR-G	6240431
AT2G13500-TAIR-G	815836
AT2G13510-TAIR-G	815837
AT2G13540-TAIR-G	815840
AT2G13542-TAIR-G	3768110
AT2G13547-TAIR-G	6240824
AT2G13550-TAIR-G	815841
AT2G13560-TAIR-G	815842
AT2G13570-TAIR-G	815843
AT2G13600-TAIR-G	815845
AT2G13610-TAIR-G	815846
AT2G13620-TAIR-G	815847
AT2G13623-TAIR-G	6240575
AT2G13630-TAIR-G	815848
AT2G13640-TAIR-G	815849
AT2G13650-TAIR-G	815850
AT2G13660-TAIR-G	815851
AT2G13680-TAIR-G	815852
AT2G13690-TAIR-G	815853
AT2G13720-TAIR-G	815856
AT2G13760-TAIR-G	815860
AT2G13770-TAIR-G	815861
AT2G13790-TAIR-G	815862
AT2G13800-TAIR-G	815863
AT2G13810-TAIR-G	815864
AT2G13820-TAIR-G	815865
AT2G13840-TAIR-G	815867
AT2G13895-TAIR-G	3768457
AT2G13900-TAIR-G	815874
AT2G13950-TAIR-G	815879
AT2G13960-TAIR-G	815880
AT2G13980-TAIR-G	815882
AT2G14000-TAIR-G	815884
AT2G14045-TAIR-G	815889
AT2G14050-TAIR-G	815890
AT2G14060-TAIR-G	815891
AT2G14070-TAIR-G	815892
AT2G14080-TAIR-G	815893
AT2G14095-TAIR-G	815895
AT2G14100-TAIR-G	815896
AT2G14110-TAIR-G	815897
AT2G14120-TAIR-G	815898
AT2G14160-TAIR-G	815902
AT2G14170-TAIR-G	815903
AT2G14206-TAIR-G	6240803
AT2G14210-TAIR-G	815907
AT2G14247-TAIR-G	2745524
AT2G14255-TAIR-G	2745525
AT2G14260-TAIR-G	815913
AT2G14270-TAIR-G	3768193
AT2G14282-TAIR-G	3768195
AT2G14285-TAIR-G	5007874
AT2G14288-TAIR-G	6241204
AT2G14289-TAIR-G	6241463
AT2G14290-TAIR-G	815916
AT2G14365-TAIR-G	3768590
AT2G14378-TAIR-G	5007875
AT2G14390-TAIR-G	815926
AT2G14440-TAIR-G	815932
AT2G14460-TAIR-G	815934
AT2G14500-TAIR-G	815937
AT2G14510-TAIR-G	815938
AT2G14520-TAIR-G	815939
AT2G14530-TAIR-G	815940
AT2G14540-TAIR-G	815941
AT2G14560-TAIR-G	815943
AT2G14580-TAIR-G	815945
AT2G14610-TAIR-G	815949
AT2G14620-TAIR-G	815950
AT2G14635-TAIR-G	2745532
AT2G14660-TAIR-G	815954
AT2G14670-TAIR-G	815955
AT2G14680-TAIR-G	815956
AT2G14690-TAIR-G	815957
AT2G14692-TAIR-G	6240749
AT2G14700-TAIR-G	815958
AT2G14710-TAIR-G	815959
AT2G14720-TAIR-G	815960
AT2G14740-TAIR-G	815962
AT2G14750-TAIR-G	815963
AT2G14760-TAIR-G	815964
AT2G14800-TAIR-G	815968
AT2G14810-TAIR-G	815969
AT2G14820-TAIR-G	815970
AT2G14830-TAIR-G	815971
AT2G14835-TAIR-G	815972
AT2G14846-TAIR-G	2745539
AT2G14850-TAIR-G	815974
AT2G14860-TAIR-G	815975
AT2G14870-TAIR-G	815976
AT2G14880-TAIR-G	815977
AT2G14890-TAIR-G	815978
AT2G14900-TAIR-G	815979
AT2G14910-TAIR-G	815980
AT2G14920-TAIR-G	815981
AT2G14935-TAIR-G	3768117
AT2G14960-TAIR-G	815985
AT2G15000-TAIR-G	815989
AT2G15010-TAIR-G	815990
AT2G15020-TAIR-G	815991
AT2G15025-TAIR-G	6240244
AT2G15029-TAIR-G	6240396
AT2G15042-TAIR-G	7922469
AT2G15050-TAIR-G	815994
AT2G15080-TAIR-G	815997
AT2G15090-TAIR-G	815998
AT2G15110-TAIR-G	3768032
AT2G15130-TAIR-G	816001
AT2G15170-TAIR-G	816005
AT2G15180-TAIR-G	816006
AT2G15185-TAIR-G	816007
AT2G15220-TAIR-G	816011
AT2G15230-TAIR-G	816012
AT2G15240-TAIR-G	816013
AT2G15260-TAIR-G	816015
AT2G15270-TAIR-G	816016
AT2G15280-TAIR-G	816017
AT2G15290-TAIR-G	816018
AT2G15300-TAIR-G	816019
AT2G15310-TAIR-G	816020
AT2G15318-TAIR-G	6241490
AT2G15320-TAIR-G	816021
AT2G15325-TAIR-G	816022
AT2G15327-TAIR-G	816023
AT2G15340-TAIR-G	816025
AT2G15345-TAIR-G	816026
AT2G15350-TAIR-G	816027
AT2G15360-TAIR-G	816028
AT2G15370-TAIR-G	816029
AT2G15390-TAIR-G	816031
AT2G15400-TAIR-G	816032
AT2G15420-TAIR-G	816034
AT2G15430-TAIR-G	816035
AT2G15440-TAIR-G	816036
AT2G15450-TAIR-G	816037
AT2G15460-TAIR-G	816038
AT2G15470-TAIR-G	816039
AT2G15480-TAIR-G	816040
AT2G15490-TAIR-G	816041
AT2G15500-TAIR-G	816042
AT2G15530-TAIR-G	816045
AT2G15535-TAIR-G	816046
AT2G15560-TAIR-G	816049
AT2G15570-TAIR-G	816050
AT2G15580-TAIR-G	816051
AT2G15590-TAIR-G	816052
AT2G15610-TAIR-G	816054
AT2G15620-TAIR-G	816055
AT2G15630-TAIR-G	816056
AT2G15640-TAIR-G	816057
AT2G15660-TAIR-G	816059
AT2G15670-TAIR-G	816060
AT2G15680-TAIR-G	816061
AT2G15690-TAIR-G	816062
AT2G15695-TAIR-G	816063
AT2G15710-TAIR-G	816065
AT2G15730-TAIR-G	816067
AT2G15740-TAIR-G	816068
AT2G15760-TAIR-G	816070
AT2G15770-TAIR-G	816072
AT2G15780-TAIR-G	816073
AT2G15790-TAIR-G	816074
AT2G15820-TAIR-G	816078
AT2G15830-TAIR-G	816079
AT2G15860-TAIR-G	816082
AT2G15880-TAIR-G	816084
AT2G15890-TAIR-G	816085
AT2G15900-TAIR-G	816086
AT2G15910-TAIR-G	816087
AT2G15930-TAIR-G	816089
AT2G15960-TAIR-G	816091
AT2G15970-TAIR-G	816092
AT2G15980-TAIR-G	816093
AT2G16005-TAIR-G	816096
AT2G16015-TAIR-G	816098
AT2G16016-TAIR-G	6241090
AT2G16018-TAIR-G	7922347
AT2G16019-TAIR-G	6241277
AT2G16020-TAIR-G	816099
AT2G16030-TAIR-G	816100
AT2G16040-TAIR-G	816101
AT2G16050-TAIR-G	816102
AT2G16060-TAIR-G	816103
AT2G16070-TAIR-G	816104
AT2G16090-TAIR-G	816106
AT2G16120-TAIR-G	816109
AT2G16130-TAIR-G	816110
AT2G16190-TAIR-G	816116
AT2G16200-TAIR-G	816117
AT2G16210-TAIR-G	816118
AT2G16220-TAIR-G	816119
AT2G16225-TAIR-G	5007877
AT2G16230-TAIR-G	816120
AT2G16250-TAIR-G	816121
AT2G16270-TAIR-G	816123
AT2G16280-TAIR-G	816124
AT2G16290-TAIR-G	816125
AT2G16300-TAIR-G	816126
AT2G16340-TAIR-G	816130
AT2G16360-TAIR-G	816132
AT2G16365-TAIR-G	816133
AT2G16370-TAIR-G	816134
AT2G16380-TAIR-G	816135
AT2G16385-TAIR-G	2745542
AT2G16390-TAIR-G	816136
AT2G16400-TAIR-G	816137
AT2G16405-TAIR-G	816138
AT2G16430-TAIR-G	816141
AT2G16440-TAIR-G	816142
AT2G16450-TAIR-G	816143
AT2G16460-TAIR-G	816144
AT2G16485-TAIR-G	816147
AT2G16490-TAIR-G	816148
AT2G16500-TAIR-G	816149
AT2G16505-TAIR-G	5007879
AT2G16510-TAIR-G	816150
AT2G16510-TAIR-G	829624
AT2G16510-TAIR-G	830047
AT2G16520-TAIR-G	816151
AT2G16530-TAIR-G	816152
AT2G16535-TAIR-G	5007880
AT2G16570-TAIR-G	816156
AT2G16575-TAIR-G	816157
AT2G16580-TAIR-G	816158
AT2G16586-TAIR-G	3768004
AT2G16592-TAIR-G	5007881
AT2G16594-TAIR-G	5007882
AT2G16595-TAIR-G	816160
AT2G16600-TAIR-G	816161
AT2G16620-TAIR-G	816163
AT2G16630-TAIR-G	816164
AT2G16640-TAIR-G	816165
AT2G16650-TAIR-G	816166
AT2G16660-TAIR-G	816167
AT2G16668-TAIR-G	6240569
AT2G16676-TAIR-G	3768264
AT2G16700-TAIR-G	816171
AT2G16710-TAIR-G	816172
AT2G16720-TAIR-G	816173
AT2G16730-TAIR-G	816174
AT2G16740-TAIR-G	816175
AT2G16750-TAIR-G	816176
AT2G16760-TAIR-G	816177
AT2G16770-TAIR-G	816178
AT2G16780-TAIR-G	816179
AT2G16790-TAIR-G	816180
AT2G16800-TAIR-G	816181
AT2G16810-TAIR-G	816182
AT2G16835-TAIR-G	816185
AT2G16850-TAIR-G	816186
AT2G16860-TAIR-G	816187
AT2G16870-TAIR-G	816188
AT2G16880-TAIR-G	816189
AT2G16881-TAIR-G	6240494
AT2G16890-TAIR-G	816190
AT2G16900-TAIR-G	816192
AT2G16910-TAIR-G	816194
AT2G16920-TAIR-G	816195
AT2G16930-TAIR-G	816196
AT2G16940-TAIR-G	816197
AT2G16950-TAIR-G	816198
AT2G16955-TAIR-G	6240686
AT2G16960-TAIR-G	816199
AT2G16970-TAIR-G	816200
AT2G16980-TAIR-G	816201
AT2G16990-TAIR-G	816202
AT2G17000-TAIR-G	816203
AT2G17010-TAIR-G	816204
AT2G17020-TAIR-G	816205
AT2G17030-TAIR-G	816206
AT2G17033-TAIR-G	816207
AT2G17036-TAIR-G	816208
AT2G17040-TAIR-G	816209
AT2G17043-TAIR-G	7922383
AT2G17050-TAIR-G	816210
AT2G17055-TAIR-G	2745545
AT2G17060-TAIR-G	816211
AT2G17070-TAIR-G	816212
AT2G17080-TAIR-G	816213
AT2G17090-TAIR-G	816214
AT2G17110-TAIR-G	816215
AT2G17120-TAIR-G	816217
AT2G17130-TAIR-G	816218
AT2G17140-TAIR-G	816219
AT2G17150-TAIR-G	816220
AT2G17160-TAIR-G	816221
AT2G17170-TAIR-G	816222
AT2G17180-TAIR-G	816223
AT2G17190-TAIR-G	816224
AT2G17200-TAIR-G	816225
AT2G17210-TAIR-G	816226
AT2G17220-TAIR-G	816227
AT2G17230-TAIR-G	816228
AT2G17240-TAIR-G	816229
AT2G17250-TAIR-G	816230
AT2G17260-TAIR-G	816231
AT2G17265-TAIR-G	816232
AT2G17270-TAIR-G	816233
AT2G17280-TAIR-G	816234
AT2G17290-TAIR-G	816235
AT2G17300-TAIR-G	816236
AT2G17305-TAIR-G	816237
AT2G17310-TAIR-G	816238
AT2G17320-TAIR-G	816239
AT2G17340-TAIR-G	816241
AT2G17350-TAIR-G	816242
AT2G17360-TAIR-G	816243
AT2G17370-TAIR-G	816244
AT2G17380-TAIR-G	816245
AT2G17390-TAIR-G	816246
AT2G17410-TAIR-G	816247
AT2G17420-TAIR-G	816248
AT2G17430-TAIR-G	816249
AT2G17440-TAIR-G	816250
AT2G17442-TAIR-G	3768659
AT2G17450-TAIR-G	816251
AT2G17470-TAIR-G	816253
AT2G17480-TAIR-G	816254
AT2G17500-TAIR-G	816256
AT2G17510-TAIR-G	816257
AT2G17520-TAIR-G	816258
AT2G17525-TAIR-G	816259
AT2G17530-TAIR-G	816260
AT2G17540-TAIR-G	816261
AT2G17550-TAIR-G	816262
AT2G17556-TAIR-G	6240871
AT2G17560-TAIR-G	816263
AT2G17570-TAIR-G	816264
AT2G17580-TAIR-G	816265
AT2G17590-TAIR-G	816266
AT2G17600-TAIR-G	816267
AT2G17620-TAIR-G	816269
AT2G17630-TAIR-G	816270
AT2G17640-TAIR-G	816271
AT2G17650-TAIR-G	816272
AT2G17660-TAIR-G	816273
AT2G17670-TAIR-G	816274
AT2G17680-TAIR-G	816275
AT2G17690-TAIR-G	816276
AT2G17695-TAIR-G	816277
AT2G17700-TAIR-G	816278
AT2G17705-TAIR-G	816279
AT2G17710-TAIR-G	816280
AT2G17720-TAIR-G	816281
AT2G17723-TAIR-G	3768444
AT2G17730-TAIR-G	816282
AT2G17740-TAIR-G	816283
AT2G17750-TAIR-G	816284
AT2G17760-TAIR-G	816285
AT2G17770-TAIR-G	816286
AT2G17780-TAIR-G	816287
AT2G17785-TAIR-G	816288
AT2G17787-TAIR-G	2745546
AT2G17790-TAIR-G	816289
AT2G17800-TAIR-G	816290
AT2G17820-TAIR-G	816291
AT2G17830-TAIR-G	816292
AT2G17840-TAIR-G	816293
AT2G17845-TAIR-G	816294
AT2G17850-TAIR-G	816295
AT2G17860-TAIR-G	816296
AT2G17870-TAIR-G	816297
AT2G17880-TAIR-G	816298
AT2G17890-TAIR-G	816299
AT2G17900-TAIR-G	816300
AT2G17920-TAIR-G	816302
AT2G17930-TAIR-G	816303
AT2G17940-TAIR-G	816304
AT2G17950-TAIR-G	816305
AT2G17960-TAIR-G	816306
AT2G17970-TAIR-G	816307
AT2G17972-TAIR-G	816308
AT2G17975-TAIR-G	816309
AT2G17980-TAIR-G	816310
AT2G17990-TAIR-G	816311
AT2G18000-TAIR-G	816312
AT2G18010-TAIR-G	816313
AT2G18020-TAIR-G	816314
AT2G18030-TAIR-G	816315
AT2G18040-TAIR-G	816316
AT2G18050-TAIR-G	816317
AT2G18060-TAIR-G	816318
AT2G18070-TAIR-G	816319
AT2G18080-TAIR-G	816320
AT2G18090-TAIR-G	816321
AT2G18100-TAIR-G	816322
AT2G18110-TAIR-G	816323
AT2G18120-TAIR-G	816325
AT2G18130-TAIR-G	816326
AT2G18140-TAIR-G	816327
AT2G18150-TAIR-G	816328
AT2G18160-TAIR-G	816329
AT2G18162-TAIR-G	6240780
AT2G18170-TAIR-G	816330
AT2G18180-TAIR-G	816331
AT2G18190-TAIR-G	816332
AT2G18193-TAIR-G	816333
AT2G18196-TAIR-G	816334
AT2G18200-TAIR-G	816335
AT2G18210-TAIR-G	816336
AT2G18220-TAIR-G	816337
AT2G18230-TAIR-G	816338
AT2G18240-TAIR-G	816339
AT2G18245-TAIR-G	816340
AT2G18250-TAIR-G	816341
AT2G18260-TAIR-G	816342
AT2G18270-TAIR-G	816343
AT2G18280-TAIR-G	816344
AT2G18290-TAIR-G	816345
AT2G18300-TAIR-G	816346
AT2G18320-TAIR-G	816347
AT2G18328-TAIR-G	5007884
AT2G18330-TAIR-G	816348
AT2G18340-TAIR-G	816349
AT2G18350-TAIR-G	816350
AT2G18360-TAIR-G	816351
AT2G18370-TAIR-G	816352
AT2G18380-TAIR-G	816353
AT2G18390-TAIR-G	816354
AT2G18400-TAIR-G	816355
AT2G18410-TAIR-G	816356
AT2G18420-TAIR-G	816357
AT2G18450-TAIR-G	816359
AT2G18460-TAIR-G	816360
AT2G18465-TAIR-G	816361
AT2G18470-TAIR-G	816362
AT2G18480-TAIR-G	816363
AT2G18490-TAIR-G	816364
AT2G18500-TAIR-G	816365
AT2G18510-TAIR-G	816366
AT2G18520-TAIR-G	816367
AT2G18530-TAIR-G	816368
AT2G18540-TAIR-G	816369
AT2G18550-TAIR-G	816370
AT2G18560-TAIR-G	816371
AT2G18570-TAIR-G	816372
AT2G18590-TAIR-G	816374
AT2G18600-TAIR-G	816375
AT2G18610-TAIR-G	816376
AT2G18620-TAIR-G	816377
AT2G18630-TAIR-G	816378
AT2G18640-TAIR-G	816379
AT2G18650-TAIR-G	816380
AT2G18660-TAIR-G	816381
AT2G18670-TAIR-G	816382
AT2G18680-TAIR-G	816383
AT2G18690-TAIR-G	816384
AT2G18700-TAIR-G	816385
AT2G18710-TAIR-G	816386
AT2G18720-TAIR-G	816387
AT2G18721-TAIR-G	6240322
AT2G18730-TAIR-G	816388
AT2G18740-TAIR-G	816389
AT2G18750-TAIR-G	816390
AT2G18760-TAIR-G	816391
AT2G18770-TAIR-G	816392
AT2G18780-TAIR-G	816393
AT2G18790-TAIR-G	816394
AT2G18800-TAIR-G	816395
AT2G18810-TAIR-G	816396
AT2G18830-TAIR-G	816398
AT2G18840-TAIR-G	816399
AT2G18850-TAIR-G	816400
AT2G18860-TAIR-G	816401
AT2G18870-TAIR-G	816402
AT2G18876-TAIR-G	816403
AT2G18880-TAIR-G	816404
AT2G18890-TAIR-G	816405
AT2G18900-TAIR-G	816406
AT2G18910-TAIR-G	816407
AT2G18915-TAIR-G	816408
AT2G18920-TAIR-G	816409
AT2G18930-TAIR-G	816410
AT2G18938-TAIR-G	6241182
AT2G18940-TAIR-G	816411
AT2G18950-TAIR-G	816412
AT2G18960-TAIR-G	816413
AT2G18969-TAIR-G	6240648
AT2G18970-TAIR-G	816414
AT2G18980-TAIR-G	816415
AT2G18990-TAIR-G	816416
AT2G19000-TAIR-G	816417
AT2G19010-TAIR-G	816418
AT2G19020-TAIR-G	816419
AT2G19030-TAIR-G	816420
AT2G19040-TAIR-G	816421
AT2G19045-TAIR-G	5007885
AT2G19050-TAIR-G	816422
AT2G19060-TAIR-G	816423
AT2G19070-TAIR-G	816424
AT2G19080-TAIR-G	816425
AT2G19090-TAIR-G	816426
AT2G19110-TAIR-G	816428
AT2G19120-TAIR-G	816429
AT2G19130-TAIR-G	816430
AT2G19146-TAIR-G	6240771
AT2G19150-TAIR-G	816432
AT2G19160-TAIR-G	816433
AT2G19170-TAIR-G	816434
AT2G19180-TAIR-G	816435
AT2G19190-TAIR-G	816436
AT2G19200-TAIR-G	816437
AT2G19210-TAIR-G	816438
AT2G19220-TAIR-G	816439
AT2G19230-TAIR-G	816440
AT2G19240-TAIR-G	816441
AT2G19260-TAIR-G	816443
AT2G19270-TAIR-G	816444
AT2G19280-TAIR-G	816445
AT2G19290-TAIR-G	816446
AT2G19300-TAIR-G	816447
AT2G19310-TAIR-G	816448
AT2G19320-TAIR-G	816449
AT2G19330-TAIR-G	816450
AT2G19340-TAIR-G	816451
AT2G19350-TAIR-G	816452
AT2G19360-TAIR-G	816453
AT2G19380-TAIR-G	816456
AT2G19385-TAIR-G	816457
AT2G19390-TAIR-G	816458
AT2G19400-TAIR-G	816459
AT2G19410-TAIR-G	816460
AT2G19420-TAIR-G	816461
AT2G19430-TAIR-G	816462
AT2G19440-TAIR-G	816463
AT2G19450-TAIR-G	816464
AT2G19460-TAIR-G	816465
AT2G19470-TAIR-G	816466
AT2G19480-TAIR-G	816467
AT2G19490-TAIR-G	816468
AT2G19500-TAIR-G	816469
AT2G19510-TAIR-G	816470
AT2G19520-TAIR-G	816471
AT2G19530-TAIR-G	816472
AT2G19540-TAIR-G	816473
AT2G19550-TAIR-G	816474
AT2G19560-TAIR-G	816475
AT2G19570-TAIR-G	816476
AT2G19580-TAIR-G	816477
AT2G19590-TAIR-G	816478
AT2G19600-TAIR-G	816479
AT2G19610-TAIR-G	816480
AT2G19620-TAIR-G	816481
AT2G19630-TAIR-G	816482
AT2G19640-TAIR-G	816483
AT2G19650-TAIR-G	816484
AT2G19660-TAIR-G	816485
AT2G19670-TAIR-G	816486
AT2G19680-TAIR-G	816487
AT2G19690-TAIR-G	816488
AT2G19700-TAIR-G	816489
AT2G19710-TAIR-G	816490
AT2G19720-TAIR-G	816491
AT2G19730-TAIR-G	816492
AT2G19740-TAIR-G	816493
AT2G19750-TAIR-G	816494
AT2G19750-TAIR-G	829060
AT2G19750-TAIR-G	835768
AT2G19760-TAIR-G	816495
AT2G19770-TAIR-G	816496
AT2G19780-TAIR-G	816497
AT2G19790-TAIR-G	816498
AT2G19800-TAIR-G	816499
AT2G19802-TAIR-G	3768170
AT2G19810-TAIR-G	816500
AT2G19820-TAIR-G	816501
AT2G19830-TAIR-G	816502
AT2G19850-TAIR-G	816504
AT2G19860-TAIR-G	816505
AT2G19870-TAIR-G	816506
AT2G19880-TAIR-G	816507
AT2G19890-TAIR-G	816508
AT2G19893-TAIR-G	3768542
AT2G19900-TAIR-G	816509
AT2G19910-TAIR-G	816510
AT2G19920-TAIR-G	816511
AT2G19930-TAIR-G	816512
AT2G19940-TAIR-G	816513
AT2G19950-TAIR-G	816514
AT2G19960-TAIR-G	816515
AT2G19970-TAIR-G	816516
AT2G19980-TAIR-G	816517
AT2G19990-TAIR-G	816518
AT2G20000-TAIR-G	816519
AT2G20010-TAIR-G	816520
AT2G20020-TAIR-G	816521
AT2G20030-TAIR-G	816522
AT2G20050-TAIR-G	816524
AT2G20060-TAIR-G	816525
AT2G20070-TAIR-G	816526
AT2G20080-TAIR-G	816527
AT2G20100-TAIR-G	816529
AT2G20110-TAIR-G	816530
AT2G20120-TAIR-G	816531
AT2G20130-TAIR-G	816532
AT2G20140-TAIR-G	816533
AT2G20142-TAIR-G	2745551
AT2G20150-TAIR-G	816535
AT2G20160-TAIR-G	816536
AT2G20170-TAIR-G	816537
AT2G20180-TAIR-G	816538
AT2G20190-TAIR-G	816539
AT2G20208-TAIR-G	3767924
AT2G20210-TAIR-G	816540
AT2G20230-TAIR-G	816542
AT2G20240-TAIR-G	816543
AT2G20250-TAIR-G	816544
AT2G20260-TAIR-G	816545
AT2G20270-TAIR-G	816546
AT2G20280-TAIR-G	816547
AT2G20290-TAIR-G	816548
AT2G20300-TAIR-G	816549
AT2G20310-TAIR-G	816550
AT2G20320-TAIR-G	816551
AT2G20330-TAIR-G	816552
AT2G20340-TAIR-G	816553
AT2G20350-TAIR-G	816554
AT2G20360-TAIR-G	816555
AT2G20362-TAIR-G	6241138
AT2G20370-TAIR-G	816556
AT2G20380-TAIR-G	816557
AT2G20390-TAIR-G	816558
AT2G20400-TAIR-G	816559
AT2G20410-TAIR-G	816560
AT2G20420-TAIR-G	816561
AT2G20430-TAIR-G	816562
AT2G20440-TAIR-G	816563
AT2G20450-TAIR-G	816564
AT2G20453-TAIR-G	6241026
AT2G20463-TAIR-G	3767853
AT2G20465-TAIR-G	816566
AT2G20470-TAIR-G	816567
AT2G20480-TAIR-G	816568
AT2G20490-TAIR-G	816569
AT2G20495-TAIR-G	816570
AT2G20500-TAIR-G	816571
AT2G20510-TAIR-G	816572
AT2G20515-TAIR-G	816573
AT2G20520-TAIR-G	816574
AT2G20530-TAIR-G	816575
AT2G20540-TAIR-G	816576
AT2G20550-TAIR-G	816577
AT2G20560-TAIR-G	816578
AT2G20562-TAIR-G	5007888
AT2G20570-TAIR-G	816579
AT2G20580-TAIR-G	816580
AT2G20585-TAIR-G	816581
AT2G20590-TAIR-G	816582
AT2G20595-TAIR-G	816583
AT2G20597-TAIR-G	5007889
AT2G20605-TAIR-G	5007890
AT2G20610-TAIR-G	816585
AT2G20613-TAIR-G	816586
AT2G20616-TAIR-G	816587
AT2G20618-TAIR-G	5007891
AT2G20619-TAIR-G	5007892
AT2G20620-TAIR-G	816588
AT2G20625-TAIR-G	816589
AT2G20630-TAIR-G	816590
AT2G20635-TAIR-G	816591
AT2G20650-TAIR-G	816593
AT2G20660-TAIR-G	816594
AT2G20670-TAIR-G	816595
AT2G20680-TAIR-G	816596
AT2G20690-TAIR-G	816597
AT2G20700-TAIR-G	816598
AT2G20710-TAIR-G	816599
AT2G20720-TAIR-G	816600
AT2G20725-TAIR-G	816602
AT2G20740-TAIR-G	816603
AT2G20750-TAIR-G	816604
AT2G20760-TAIR-G	816605
AT2G20770-TAIR-G	816606
AT2G20780-TAIR-G	816607
AT2G20784-TAIR-G	6240897
AT2G20790-TAIR-G	816608
AT2G20800-TAIR-G	816609
AT2G20805-TAIR-G	816610
AT2G20810-TAIR-G	816611
AT2G20815-TAIR-G	816612
AT2G20820-TAIR-G	816613
AT2G20825-TAIR-G	816614
AT2G20830-TAIR-G	816615
AT2G20835-TAIR-G	816616
AT2G20840-TAIR-G	816617
AT2G20850-TAIR-G	816618
AT2G20860-TAIR-G	816619
AT2G20870-TAIR-G	816620
AT2G20875-TAIR-G	816621
AT2G20880-TAIR-G	816622
AT2G20890-TAIR-G	816623
AT2G20900-TAIR-G	816624
AT2G20920-TAIR-G	816626
AT2G20921-TAIR-G	6241361
AT2G20930-TAIR-G	816627
AT2G20940-TAIR-G	816628
AT2G20950-TAIR-G	816629
AT2G20960-TAIR-G	816630
AT2G20970-TAIR-G	816631
AT2G20980-TAIR-G	816632
AT2G20990-TAIR-G	816633
AT2G21010-TAIR-G	816635
AT2G21030-TAIR-G	816637
AT2G21040-TAIR-G	816638
AT2G21045-TAIR-G	816639
AT2G21050-TAIR-G	816640
AT2G21060-TAIR-G	816641
AT2G21070-TAIR-G	816642
AT2G21080-TAIR-G	816643
AT2G21090-TAIR-G	816644
AT2G21100-TAIR-G	816645
AT2G21110-TAIR-G	816646
AT2G21120-TAIR-G	816647
AT2G21130-TAIR-G	816648
AT2G21140-TAIR-G	816649
AT2G21150-TAIR-G	816650
AT2G21160-TAIR-G	816651
AT2G21170-TAIR-G	816652
AT2G21180-TAIR-G	816653
AT2G21185-TAIR-G	816654
AT2G21190-TAIR-G	816655
AT2G21195-TAIR-G	816656
AT2G21200-TAIR-G	816657
AT2G21210-TAIR-G	816658
AT2G21220-TAIR-G	816659
AT2G21230-TAIR-G	816660
AT2G21235-TAIR-G	816661
AT2G21237-TAIR-G	816662
AT2G21240-TAIR-G	816663
AT2G21250-TAIR-G	816664
AT2G21260-TAIR-G	816665
AT2G21270-TAIR-G	816666
AT2G21280-TAIR-G	816667
AT2G21290-TAIR-G	816668
AT2G21300-TAIR-G	816669
AT2G21320-TAIR-G	816671
AT2G21330-TAIR-G	816672
AT2G21340-TAIR-G	816673
AT2G21350-TAIR-G	816674
AT2G21370-TAIR-G	816675
AT2G21380-TAIR-G	816676
AT2G21385-TAIR-G	816677
AT2G21390-TAIR-G	816678
AT2G21400-TAIR-G	816679
AT2G21410-TAIR-G	816680
AT2G21420-TAIR-G	816681
AT2G21430-TAIR-G	816682
AT2G21440-TAIR-G	816683
AT2G21450-TAIR-G	816684
AT2G21465-TAIR-G	3768355
AT2G21470-TAIR-G	816686
AT2G21480-TAIR-G	816687
AT2G21490-TAIR-G	816688
AT2G21500-TAIR-G	816689
AT2G21510-TAIR-G	816690
AT2G21520-TAIR-G	816691
AT2G21530-TAIR-G	816692
AT2G21540-TAIR-G	816693
AT2G21550-TAIR-G	816694
AT2G21560-TAIR-G	816695
AT2G21580-TAIR-G	816696
AT2G21590-TAIR-G	816697
AT2G21600-TAIR-G	816698
AT2G21610-TAIR-G	816699
AT2G21620-TAIR-G	816700
AT2G21630-TAIR-G	816701
AT2G21640-TAIR-G	816702
AT2G21650-TAIR-G	816703
AT2G21655-TAIR-G	816704
AT2G21660-TAIR-G	816705
AT2G21680-TAIR-G	816706
AT2G21690-TAIR-G	816707
AT2G21710-TAIR-G	816708
AT2G21720-TAIR-G	816709
AT2G21725-TAIR-G	3768476
AT2G21727-TAIR-G	5007895
AT2G21730-TAIR-G	816710
AT2G21740-TAIR-G	816711
AT2G21750-TAIR-G	816712
AT2G21770-TAIR-G	816713
AT2G21780-TAIR-G	816714
AT2G21790-TAIR-G	816715
AT2G21800-TAIR-G	816716
AT2G21810-TAIR-G	816717
AT2G21820-TAIR-G	816718
AT2G21830-TAIR-G	816719
AT2G21840-TAIR-G	816720
AT2G21850-TAIR-G	816721
AT2G21860-TAIR-G	816722
AT2G21870-TAIR-G	816723
AT2G21880-TAIR-G	816724
AT2G21890-TAIR-G	816725
AT2G21900-TAIR-G	816726
AT2G21910-TAIR-G	816727
AT2G21920-TAIR-G	816728
AT2G21930-TAIR-G	816729
AT2G21940-TAIR-G	816730
AT2G21950-TAIR-G	816731
AT2G21960-TAIR-G	816732
AT2G21970-TAIR-G	816733
AT2G21980-TAIR-G	816734
AT2G21990-TAIR-G	816735
AT2G22000-TAIR-G	816736
AT2G22010-TAIR-G	816737
AT2G22030-TAIR-G	816738
AT2G22040-TAIR-G	816739
AT2G22050-TAIR-G	816740
AT2G22055-TAIR-G	5007898
AT2G22060-TAIR-G	816741
AT2G22070-TAIR-G	816742
AT2G22080-TAIR-G	816743
AT2G22088-TAIR-G	7922397
