Ensembl	EntrezGene
AT3G60640-TAIR-G	825235
AT3G60647-TAIR-G	6240774
AT3G60650-TAIR-G	825236
AT3G60660-TAIR-G	825237
AT3G60670-TAIR-G	825238
AT3G60680-TAIR-G	825239
AT3G60690-TAIR-G	825240
AT3G60700-TAIR-G	825241
AT3G60710-TAIR-G	825242
AT3G60720-TAIR-G	825243
AT3G60730-TAIR-G	825244
AT3G60740-TAIR-G	825245
AT3G60750-TAIR-G	825246
AT3G60760-TAIR-G	825247
AT3G60770-TAIR-G	825248
AT3G60780-TAIR-G	825249
AT3G60790-TAIR-G	825250
AT3G60800-TAIR-G	825251
AT3G60810-TAIR-G	825252
AT3G60820-TAIR-G	825253
AT3G60830-TAIR-G	825254
AT3G60840-TAIR-G	825255
AT3G60850-TAIR-G	825256
AT3G60860-TAIR-G	825257
AT3G60870-TAIR-G	825258
AT3G60880-TAIR-G	825259
AT3G60890-TAIR-G	825260
AT3G60897-TAIR-G	6240796
AT3G60900-TAIR-G	825261
AT3G60910-TAIR-G	825262
AT3G60920-TAIR-G	825263
AT3G60940-TAIR-G	825265
AT3G60950-TAIR-G	825266
AT3G60960-TAIR-G	825268
AT3G60961-TAIR-G	6241017
AT3G60966-TAIR-G	3769752
AT3G60970-TAIR-G	825269
AT3G60980-TAIR-G	825270
AT3G60990-TAIR-G	825271
AT3G60990-TAIR-G	834872
AT3G61010-TAIR-G	825272
AT3G61028-TAIR-G	5008101
AT3G61030-TAIR-G	825274
AT3G61035-TAIR-G	825275
AT3G61040-TAIR-G	825276
AT3G61050-TAIR-G	825277
AT3G61060-TAIR-G	825278
AT3G61070-TAIR-G	825279
AT3G61080-TAIR-G	825280
AT3G61090-TAIR-G	825281
AT3G61100-TAIR-G	825282
AT3G61110-TAIR-G	825283
AT3G61111-TAIR-G	6241410
AT3G61113-TAIR-G	6241165
AT3G61117-TAIR-G	6240418
AT3G61120-TAIR-G	825284
AT3G61130-TAIR-G	825285
AT3G61140-TAIR-G	825286
AT3G61150-TAIR-G	825287
AT3G61160-TAIR-G	825288
AT3G61170-TAIR-G	825289
AT3G61172-TAIR-G	3769755
AT3G61175-TAIR-G	3769756
AT3G61177-TAIR-G	3769757
AT3G61180-TAIR-G	825290
AT3G61182-TAIR-G	3769758
AT3G61190-TAIR-G	825291
AT3G61200-TAIR-G	825292
AT3G61210-TAIR-G	825293
AT3G61220-TAIR-G	825294
AT3G61230-TAIR-G	825295
AT3G61240-TAIR-G	825296
AT3G61250-TAIR-G	825297
AT3G61260-TAIR-G	825298
AT3G61270-TAIR-G	825299
AT3G61280-TAIR-G	825300
AT3G61290-TAIR-G	825301
AT3G61300-TAIR-G	825302
AT3G61310-TAIR-G	825303
AT3G61320-TAIR-G	825304
AT3G61340-TAIR-G	825306
AT3G61350-TAIR-G	825307
AT3G61360-TAIR-G	825308
AT3G61370-TAIR-G	825309
AT3G61380-TAIR-G	825310
AT3G61389-TAIR-G	6241393
AT3G61390-TAIR-G	825311
AT3G61400-TAIR-G	825312
AT3G61410-TAIR-G	825313
AT3G61415-TAIR-G	825314
AT3G61420-TAIR-G	825315
AT3G61430-TAIR-G	825316
AT3G61440-TAIR-G	825317
AT3G61450-TAIR-G	825318
AT3G61460-TAIR-G	825319
AT3G61470-TAIR-G	825320
AT3G61480-TAIR-G	825321
AT3G61490-TAIR-G	825322
AT3G61500-TAIR-G	825323
AT3G61510-TAIR-G	825324
AT3G61520-TAIR-G	825325
AT3G61530-TAIR-G	825326
AT3G61540-TAIR-G	825327
AT3G61550-TAIR-G	825328
AT3G61560-TAIR-G	825329
AT3G61570-TAIR-G	825330
AT3G61571-TAIR-G	6240257
AT3G61580-TAIR-G	825331
AT3G61590-TAIR-G	825332
AT3G61600-TAIR-G	825333
AT3G61610-TAIR-G	825334
AT3G61620-TAIR-G	825335
AT3G61630-TAIR-G	825336
AT3G61640-TAIR-G	825337
AT3G61650-TAIR-G	825338
AT3G61660-TAIR-G	825339
AT3G61670-TAIR-G	825340
AT3G61678-TAIR-G	6240667
AT3G61680-TAIR-G	825341
AT3G61690-TAIR-G	825342
AT3G61700-TAIR-G	825343
AT3G61710-TAIR-G	825344
AT3G61720-TAIR-G	825345
AT3G61723-TAIR-G	6240838
AT3G61730-TAIR-G	825346
AT3G61740-TAIR-G	825347
AT3G61750-TAIR-G	825348
AT3G61760-TAIR-G	825349
AT3G61763-TAIR-G	6241171
AT3G61770-TAIR-G	825350
AT3G61780-TAIR-G	825351
AT3G61790-TAIR-G	825352
AT3G61800-TAIR-G	825353
AT3G61810-TAIR-G	825354
AT3G61820-TAIR-G	825355
AT3G61826-TAIR-G	6241376
AT3G61827-TAIR-G	6241267
AT3G61829-TAIR-G	6240471
AT3G61830-TAIR-G	825356
AT3G61840-TAIR-G	825357
AT3G61850-TAIR-G	825358
AT3G61860-TAIR-G	825359
AT3G61870-TAIR-G	825360
AT3G61880-TAIR-G	825361
AT3G61890-TAIR-G	825362
AT3G61898-TAIR-G	3769766
AT3G61900-TAIR-G	825363
AT3G61910-TAIR-G	825364
AT3G61920-TAIR-G	825365
AT3G61930-TAIR-G	825366
AT3G61940-TAIR-G	825367
AT3G61947-TAIR-G	6240947
AT3G61950-TAIR-G	825368
AT3G61960-TAIR-G	825369
AT3G61962-TAIR-G	6241169
AT3G61970-TAIR-G	825370
AT3G61980-TAIR-G	825371
AT3G61990-TAIR-G	825372
AT3G62000-TAIR-G	825373
AT3G62010-TAIR-G	825374
AT3G62020-TAIR-G	825375
AT3G62030-TAIR-G	825376
AT3G62040-TAIR-G	825377
AT3G62050-TAIR-G	825378
AT3G62060-TAIR-G	825379
AT3G62070-TAIR-G	825380
AT3G62080-TAIR-G	825381
AT3G62090-TAIR-G	825382
AT3G62097-TAIR-G	6241123
AT3G62100-TAIR-G	825383
AT3G62110-TAIR-G	825384
AT3G62120-TAIR-G	825385
AT3G62130-TAIR-G	825386
AT3G62140-TAIR-G	825387
AT3G62150-TAIR-G	825388
AT3G62160-TAIR-G	825389
AT3G62170-TAIR-G	825390
AT3G62180-TAIR-G	825391
AT3G62190-TAIR-G	825392
AT3G62200-TAIR-G	825393
AT3G62210-TAIR-G	825394
AT3G62220-TAIR-G	825395
AT3G62230-TAIR-G	825396
AT3G62240-TAIR-G	825397
AT3G62250-TAIR-G	825398
AT3G62260-TAIR-G	825399
AT3G62270-TAIR-G	825400
AT3G62280-TAIR-G	825401
AT3G62290-TAIR-G	825402
AT3G62300-TAIR-G	825403
AT3G62310-TAIR-G	825404
AT3G62320-TAIR-G	825405
AT3G62330-TAIR-G	825406
AT3G62336-TAIR-G	6240655
AT3G62340-TAIR-G	825407
AT3G62350-TAIR-G	825408
AT3G62360-TAIR-G	825409
AT3G62370-TAIR-G	825410
AT3G62380-TAIR-G	825411
AT3G62390-TAIR-G	825412
AT3G62400-TAIR-G	825413
AT3G62410-TAIR-G	825414
AT3G62420-TAIR-G	825415
AT3G62422-TAIR-G	6241135
AT3G62430-TAIR-G	825416
AT3G62440-TAIR-G	825417
AT3G62450-TAIR-G	825418
AT3G62460-TAIR-G	825420
AT3G62470-TAIR-G	825421
AT3G62499-TAIR-G	6241001
AT3G62500-TAIR-G	825424
AT3G62510-TAIR-G	825425
AT3G62528-TAIR-G	6240539
AT3G62530-TAIR-G	825427
AT3G62540-TAIR-G	825428
AT3G62550-TAIR-G	825429
AT3G62560-TAIR-G	825430
AT3G62570-TAIR-G	825431
AT3G62580-TAIR-G	825432
AT3G62590-TAIR-G	825433
AT3G62600-TAIR-G	825434
AT3G62610-TAIR-G	825435
AT3G62620-TAIR-G	825436
AT3G62630-TAIR-G	825437
AT3G62640-TAIR-G	825438
AT3G62650-TAIR-G	825439
AT3G62660-TAIR-G	825440
AT3G62670-TAIR-G	825441
AT3G62680-TAIR-G	825442
AT3G62690-TAIR-G	825443
AT3G62700-TAIR-G	825444
AT3G62710-TAIR-G	825445
AT3G62720-TAIR-G	825446
AT3G62730-TAIR-G	825448
AT3G62740-TAIR-G	825449
AT3G62750-TAIR-G	825450
AT3G62760-TAIR-G	825451
AT3G62770-TAIR-G	825452
AT3G62780-TAIR-G	825453
AT3G62790-TAIR-G	825454
AT3G62800-TAIR-G	825455
AT3G62810-TAIR-G	825456
AT3G62820-TAIR-G	825457
AT3G62830-TAIR-G	825458
AT3G62840-TAIR-G	819377
AT3G62840-TAIR-G	825459
AT3G62850-TAIR-G	825460
AT3G62860-TAIR-G	825461
AT3G62870-TAIR-G	825462
AT3G62880-TAIR-G	825463
AT3G62890-TAIR-G	825464
AT3G62900-TAIR-G	825465
AT3G62907-TAIR-G	6240899
AT3G62910-TAIR-G	825466
AT3G62920-TAIR-G	825467
AT3G62930-TAIR-G	825468
AT3G62940-TAIR-G	825469
AT3G62950-TAIR-G	825470
AT3G62960-TAIR-G	825471
AT3G62970-TAIR-G	825472
AT3G62980-TAIR-G	825473
AT3G62988-TAIR-G	6240951
AT3G62990-TAIR-G	825474
AT3G63000-TAIR-G	825475
AT3G63010-TAIR-G	825476
AT3G63020-TAIR-G	825477
AT3G63030-TAIR-G	825478
AT3G63040-TAIR-G	825479
AT3G63050-TAIR-G	825480
AT3G63052-TAIR-G	6240894
AT3G63060-TAIR-G	825481
AT3G63070-TAIR-G	825482
AT3G63080-TAIR-G	825483
AT3G63088-TAIR-G	5008105
AT3G63090-TAIR-G	825484
AT3G63095-TAIR-G	5008106
AT3G63110-TAIR-G	825486
AT3G63120-TAIR-G	825487
AT3G63130-TAIR-G	825488
AT3G63140-TAIR-G	825489
AT3G63150-TAIR-G	825490
AT3G63160-TAIR-G	825491
AT3G63170-TAIR-G	825492
AT3G63180-TAIR-G	825493
AT3G63190-TAIR-G	825494
AT3G63200-TAIR-G	825495
AT3G63210-TAIR-G	825496
AT3G63220-TAIR-G	825497
AT3G63230-TAIR-G	825498
AT3G63233-TAIR-G	6241252
AT3G63240-TAIR-G	825499
AT3G63250-TAIR-G	825500
AT3G63260-TAIR-G	825501
AT3G63270-TAIR-G	825502
AT3G63280-TAIR-G	825503
AT3G63290-TAIR-G	825504
AT3G63300-TAIR-G	825505
AT3G63310-TAIR-G	825506
AT3G63320-TAIR-G	825507
AT3G63330-TAIR-G	825508
AT3G63340-TAIR-G	825509
AT3G63350-TAIR-G	825510
AT3G63360-TAIR-G	825511
AT3G63370-TAIR-G	825512
AT3G63380-TAIR-G	825513
AT3G63390-TAIR-G	825514
AT3G63400-TAIR-G	825515
AT3G63410-TAIR-G	825516
AT3G63420-TAIR-G	825517
AT3G63430-TAIR-G	825518
AT3G63440-TAIR-G	825519
AT3G63450-TAIR-G	825520
AT3G63460-TAIR-G	825521
AT3G63470-TAIR-G	825522
AT3G63480-TAIR-G	825523
AT3G63490-TAIR-G	825524
AT3G63500-TAIR-G	825525
AT3G63510-TAIR-G	825526
AT3G63520-TAIR-G	825527
AT3G63530-TAIR-G	825528
AT3G66652-TAIR-G	819846
AT3G66654-TAIR-G	819847
AT3G66656-TAIR-G	819848
AT3G66658-TAIR-G	819849
AT4G00005-TAIR-G	6241005
AT4G00020-TAIR-G	828230
AT4G00026-TAIR-G	3770411
AT4G00030-TAIR-G	828231
AT4G00040-TAIR-G	828224
AT4G00050-TAIR-G	828175
AT4G00058-TAIR-G	7922553
AT4G00060-TAIR-G	828214
AT4G00070-TAIR-G	828211
AT4G00080-TAIR-G	828192
AT4G00090-TAIR-G	828179
AT4G00100-TAIR-G	828167
AT4G00110-TAIR-G	828145
AT4G00120-TAIR-G	827911
AT4G00124-TAIR-G	6240414
AT4G00130-TAIR-G	825649
AT4G00140-TAIR-G	827907
AT4G00150-TAIR-G	828208
AT4G00160-TAIR-G	828180
AT4G00165-TAIR-G	828076
AT4G00170-TAIR-G	828017
AT4G00180-TAIR-G	827914
AT4G00190-TAIR-G	828218
AT4G00200-TAIR-G	828162
AT4G00210-TAIR-G	828114
AT4G00220-TAIR-G	828084
AT4G00230-TAIR-G	827949
AT4G00231-TAIR-G	826583
AT4G00232-TAIR-G	826492
AT4G00234-TAIR-G	826310
AT4G00238-TAIR-G	825892
AT4G00240-TAIR-G	826673
AT4G00250-TAIR-G	828046
AT4G00260-TAIR-G	828225
AT4G00270-TAIR-G	827164
AT4G00280-TAIR-G	827209
AT4G00290-TAIR-G	828077
AT4G00300-TAIR-G	828072
AT4G00305-TAIR-G	827340
AT4G00310-TAIR-G	827417
AT4G00315-TAIR-G	827929
AT4G00320-TAIR-G	827939
AT4G00330-TAIR-G	828125
AT4G00335-TAIR-G	828093
AT4G00340-TAIR-G	828079
AT4G00342-TAIR-G	6240910
AT4G00350-TAIR-G	827306
AT4G00355-TAIR-G	827659
AT4G00360-TAIR-G	828019
AT4G00370-TAIR-G	827908
AT4G00380-TAIR-G	828016
AT4G00390-TAIR-G	828200
AT4G00400-TAIR-G	828140
AT4G00416-TAIR-G	828069
AT4G00420-TAIR-G	828061
AT4G00430-TAIR-G	827956
AT4G00440-TAIR-G	827901
AT4G00450-TAIR-G	827954
AT4G00460-TAIR-G	827967
AT4G00467-TAIR-G	6240657
AT4G00480-TAIR-G	827965
AT4G00490-TAIR-G	827959
AT4G00500-TAIR-G	827973
AT4G00520-TAIR-G	827955
AT4G00525-TAIR-G	827974
AT4G00530-TAIR-G	827975
AT4G00540-TAIR-G	827977
AT4G00550-TAIR-G	827960
AT4G00560-TAIR-G	827978
AT4G00570-TAIR-G	828222
AT4G00580-TAIR-G	827945
AT4G00585-TAIR-G	828026
AT4G00590-TAIR-G	827968
AT4G00600-TAIR-G	825813
AT4G00610-TAIR-G	827994
AT4G00620-TAIR-G	825824
AT4G00630-TAIR-G	825834
AT4G00650-TAIR-G	828044
AT4G00651-TAIR-G	7922329
AT4G00660-TAIR-G	828042
AT4G00670-TAIR-G	828034
AT4G00680-TAIR-G	828037
AT4G00690-TAIR-G	828036
AT4G00695-TAIR-G	828033
AT4G00700-TAIR-G	828031
AT4G00710-TAIR-G	828025
AT4G00720-TAIR-G	828023
AT4G00730-TAIR-G	828022
AT4G00740-TAIR-G	828020
AT4G00750-TAIR-G	825923
AT4G00752-TAIR-G	825947
AT4G00755-TAIR-G	828014
AT4G00760-TAIR-G	828011
AT4G00770-TAIR-G	828010
AT4G00780-TAIR-G	828009
AT4G00800-TAIR-G	828005
AT4G00810-TAIR-G	828004
AT4G00820-TAIR-G	828002
AT4G00830-TAIR-G	827998
AT4G00840-TAIR-G	826193
AT4G00850-TAIR-G	827995
AT4G00860-TAIR-G	826213
AT4G00870-TAIR-G	827990
AT4G00872-TAIR-G	7922364
AT4G00880-TAIR-G	827989
AT4G00890-TAIR-G	826266
AT4G00893-TAIR-G	5008108
AT4G00895-TAIR-G	827987
AT4G00900-TAIR-G	827984
AT4G00905-TAIR-G	827986
AT4G00910-TAIR-G	827985
AT4G00920-TAIR-G	826366
AT4G00930-TAIR-G	827980
AT4G00940-TAIR-G	827952
AT4G00950-TAIR-G	827948
AT4G00955-TAIR-G	827942
AT4G00960-TAIR-G	827937
AT4G00970-TAIR-G	827936
AT4G00980-TAIR-G	827935
AT4G00990-TAIR-G	827933
AT4G01000-TAIR-G	826414
AT4G01010-TAIR-G	826427
AT4G01020-TAIR-G	826439
AT4G01023-TAIR-G	826450
AT4G01026-TAIR-G	827923
AT4G01030-TAIR-G	827926
AT4G01037-TAIR-G	6240517
AT4G01040-TAIR-G	827924
AT4G01050-TAIR-G	827921
AT4G01060-TAIR-G	827917
AT4G01070-TAIR-G	827912
AT4G01080-TAIR-G	827902
AT4G01090-TAIR-G	827898
AT4G01100-TAIR-G	827899
AT4G01110-TAIR-G	827897
AT4G01120-TAIR-G	826505
AT4G01130-TAIR-G	828207
AT4G01140-TAIR-G	828157
AT4G01150-TAIR-G	828181
AT4G01160-TAIR-G	828156
AT4G01170-TAIR-G	826561
AT4G01180-TAIR-G	828058
AT4G01190-TAIR-G	828066
AT4G01200-TAIR-G	828043
AT4G01210-TAIR-G	828040
AT4G01220-TAIR-G	828028
AT4G01230-TAIR-G	827950
AT4G01240-TAIR-G	827909
AT4G01245-TAIR-G	828185
AT4G01250-TAIR-G	827896
AT4G01260-TAIR-G	828088
AT4G01270-TAIR-G	828038
AT4G01280-TAIR-G	827903
AT4G01290-TAIR-G	828103
AT4G01310-TAIR-G	827947
AT4G01320-TAIR-G	828209
AT4G01328-TAIR-G	6240739
AT4G01330-TAIR-G	828117
AT4G01335-TAIR-G	7922343
AT4G01340-TAIR-G	828062
AT4G01350-TAIR-G	828015
AT4G01360-TAIR-G	827971
AT4G01370-TAIR-G	828151
AT4G01380-TAIR-G	826657
AT4G01390-TAIR-G	828075
AT4G01400-TAIR-G	827943
AT4G01410-TAIR-G	828166
AT4G01420-TAIR-G	826671
AT4G01430-TAIR-G	826685
AT4G01440-TAIR-G	826697
AT4G01450-TAIR-G	828176
AT4G01460-TAIR-G	828089
AT4G01470-TAIR-G	828051
AT4G01480-TAIR-G	827962
AT4G01500-TAIR-G	826750
AT4G01510-TAIR-G	826763
AT4G01516-TAIR-G	6241155
AT4G01520-TAIR-G	828204
AT4G01535-TAIR-G	828158
AT4G01540-TAIR-G	828149
AT4G01550-TAIR-G	828144
AT4G01560-TAIR-G	828136
AT4G01570-TAIR-G	828133
AT4G01575-TAIR-G	828124
AT4G01580-TAIR-G	828118
AT4G01590-TAIR-G	828101
AT4G01595-TAIR-G	828086
AT4G01600-TAIR-G	828085
AT4G01610-TAIR-G	826792
AT4G01630-TAIR-G	827983
AT4G01640-TAIR-G	828177
AT4G01650-TAIR-G	828138
AT4G01660-TAIR-G	828127
AT4G01670-TAIR-G	828109
AT4G01671-TAIR-G	6240720
AT4G01680-TAIR-G	826853
AT4G01690-TAIR-G	827991
AT4G01700-TAIR-G	828131
AT4G01703-TAIR-G	6241439
AT4G01710-TAIR-G	828087
AT4G01720-TAIR-G	828001
AT4G01730-TAIR-G	826911
AT4G01735-TAIR-G	828073
AT4G01740-TAIR-G	828012
AT4G01750-TAIR-G	827905
AT4G01760-TAIR-G	828215
AT4G01770-TAIR-G	828129
AT4G01780-TAIR-G	828078
AT4G01790-TAIR-G	827957
AT4G01800-TAIR-G	827922
AT4G01810-TAIR-G	828105
AT4G01820-TAIR-G	826951
AT4G01830-TAIR-G	826974
AT4G01840-TAIR-G	828091
AT4G01850-TAIR-G	826987
AT4G01860-TAIR-G	827918
AT4G01870-TAIR-G	828228
AT4G01880-TAIR-G	828223
AT4G01883-TAIR-G	3770374
AT4G01890-TAIR-G	828220
AT4G01895-TAIR-G	827073
AT4G01897-TAIR-G	828216
AT4G01900-TAIR-G	828213
AT4G01910-TAIR-G	827105
AT4G01915-TAIR-G	2745599
AT4G01920-TAIR-G	828197
AT4G01925-TAIR-G	828202
AT4G01930-TAIR-G	828198
AT4G01935-TAIR-G	828195
AT4G01940-TAIR-G	828196
AT4G01950-TAIR-G	827165
AT4G01960-TAIR-G	828190
AT4G01970-TAIR-G	828186
AT4G01985-TAIR-G	2745601
AT4G01990-TAIR-G	828172
AT4G01995-TAIR-G	828173
AT4G02000-TAIR-G	827224
AT4G02010-TAIR-G	827234
AT4G02020-TAIR-G	828165
AT4G02030-TAIR-G	828155
AT4G02040-TAIR-G	828161
AT4G02050-TAIR-G	828154
AT4G02060-TAIR-G	828153
AT4G02070-TAIR-G	828147
AT4G02075-TAIR-G	828146
AT4G02080-TAIR-G	827368
AT4G02090-TAIR-G	827380
AT4G02100-TAIR-G	828142
AT4G02110-TAIR-G	828135
AT4G02120-TAIR-G	828137
AT4G02130-TAIR-G	827438
AT4G02140-TAIR-G	827460
AT4G02150-TAIR-G	827472
AT4G02160-TAIR-G	828128
AT4G02170-TAIR-G	828119
AT4G02180-TAIR-G	827483
AT4G02190-TAIR-G	828115
AT4G02195-TAIR-G	827505
AT4G02200-TAIR-G	827516
AT4G02210-TAIR-G	827547
AT4G02220-TAIR-G	828106
AT4G02230-TAIR-G	828099
AT4G02235-TAIR-G	2745602
AT4G02250-TAIR-G	827589
AT4G02260-TAIR-G	828096
AT4G02270-TAIR-G	828083
AT4G02280-TAIR-G	828081
AT4G02290-TAIR-G	828080
AT4G02300-TAIR-G	827708
AT4G02310-TAIR-G	828070
AT4G02320-TAIR-G	828067
AT4G02325-TAIR-G	6241038
AT4G02330-TAIR-G	828064
AT4G02340-TAIR-G	828063
AT4G02350-TAIR-G	828060
AT4G02360-TAIR-G	827767
AT4G02370-TAIR-G	828057
AT4G02380-TAIR-G	828053
AT4G02390-TAIR-G	828049
AT4G02400-TAIR-G	828039
AT4G02405-TAIR-G	2745606
AT4G02410-TAIR-G	828032
AT4G02420-TAIR-G	828035
AT4G02425-TAIR-G	828030
AT4G02430-TAIR-G	828027
AT4G02440-TAIR-G	828008
AT4G02450-TAIR-G	828006
AT4G02460-TAIR-G	827997
AT4G02465-TAIR-G	827982
AT4G02480-TAIR-G	827979
AT4G02482-TAIR-G	827966
AT4G02485-TAIR-G	827953
AT4G02489-TAIR-G	6241203
AT4G02500-TAIR-G	827940
AT4G02510-TAIR-G	827934
AT4G02520-TAIR-G	827931
AT4G02530-TAIR-G	827927
AT4G02540-TAIR-G	827919
AT4G02541-TAIR-G	6240935
AT4G02550-TAIR-G	827910
AT4G02560-TAIR-G	827904
AT4G02570-TAIR-G	825648
AT4G02580-TAIR-G	828130
AT4G02590-TAIR-G	828126
AT4G02600-TAIR-G	828229
AT4G02610-TAIR-G	828226
AT4G02620-TAIR-G	828221
AT4G02630-TAIR-G	828217
AT4G02640-TAIR-G	828219
AT4G02650-TAIR-G	828212
AT4G02655-TAIR-G	6240422
AT4G02660-TAIR-G	828210
AT4G02670-TAIR-G	828206
AT4G02680-TAIR-G	828205
AT4G02690-TAIR-G	828203
AT4G02700-TAIR-G	828201
AT4G02710-TAIR-G	828199
AT4G02715-TAIR-G	828194
AT4G02720-TAIR-G	828193
AT4G02725-TAIR-G	2745608
AT4G02730-TAIR-G	828189
AT4G02733-TAIR-G	3770467
AT4G02740-TAIR-G	828188
AT4G02750-TAIR-G	828187
AT4G02760-TAIR-G	828184
AT4G02770-TAIR-G	828183
AT4G02780-TAIR-G	828182
AT4G02790-TAIR-G	828174
AT4G02800-TAIR-G	828171
AT4G02810-TAIR-G	828170
AT4G02820-TAIR-G	828169
AT4G02830-TAIR-G	828164
AT4G02840-TAIR-G	828163
AT4G02850-TAIR-G	828160
AT4G02860-TAIR-G	828159
AT4G02870-TAIR-G	828152
AT4G02871-TAIR-G	6241196
AT4G02880-TAIR-G	828150
AT4G02890-TAIR-G	825847
AT4G02890-TAIR-G	825880
AT4G02890-TAIR-G	828148
AT4G02900-TAIR-G	828143
AT4G02910-TAIR-G	828141
AT4G02920-TAIR-G	828139
AT4G02930-TAIR-G	828134
AT4G02940-TAIR-G	828132
AT4G02950-TAIR-G	828123
AT4G02970-TAIR-G	828121
AT4G02980-TAIR-G	828120
AT4G02990-TAIR-G	828116
AT4G03000-TAIR-G	828112
AT4G03010-TAIR-G	828113
AT4G03020-TAIR-G	828111
AT4G03030-TAIR-G	828110
AT4G03040-TAIR-G	828107
AT4G03050-TAIR-G	828104
AT4G03070-TAIR-G	828100
AT4G03080-TAIR-G	828097
AT4G03090-TAIR-G	828094
AT4G03100-TAIR-G	828092
AT4G03110-TAIR-G	828090
AT4G03113-TAIR-G	6241356
AT4G03115-TAIR-G	828074
AT4G03120-TAIR-G	828071
AT4G03130-TAIR-G	828068
AT4G03140-TAIR-G	828065
AT4G03150-TAIR-G	828059
AT4G03153-TAIR-G	828056
AT4G03156-TAIR-G	828055
AT4G03160-TAIR-G	828054
AT4G03165-TAIR-G	828052
AT4G03170-TAIR-G	828050
AT4G03175-TAIR-G	828048
AT4G03180-TAIR-G	828047
AT4G03190-TAIR-G	828045
AT4G03200-TAIR-G	828041
AT4G03205-TAIR-G	828029
AT4G03210-TAIR-G	828024
AT4G03220-TAIR-G	828021
AT4G03230-TAIR-G	828018
AT4G03240-TAIR-G	828013
AT4G03250-TAIR-G	827999
AT4G03260-TAIR-G	828003
AT4G03270-TAIR-G	828000
AT4G03280-TAIR-G	827996
AT4G03290-TAIR-G	827993
AT4G03292-TAIR-G	827992
AT4G03298-TAIR-G	5008115
AT4G03320-TAIR-G	827972
AT4G03330-TAIR-G	827970
AT4G03340-TAIR-G	827969
AT4G03350-TAIR-G	827964
AT4G03360-TAIR-G	827958
AT4G03370-TAIR-G	827951
AT4G03380-TAIR-G	827946
AT4G03390-TAIR-G	827941
AT4G03400-TAIR-G	827938
AT4G03410-TAIR-G	827932
AT4G03415-TAIR-G	827930
AT4G03420-TAIR-G	827928
AT4G03430-TAIR-G	827925
AT4G03440-TAIR-G	827920
AT4G03443-TAIR-G	7922463
AT4G03450-TAIR-G	827913
AT4G03460-TAIR-G	827916
AT4G03470-TAIR-G	827915
AT4G03480-TAIR-G	827906
AT4G03490-TAIR-G	827426
AT4G03500-TAIR-G	827731
AT4G03505-TAIR-G	3769831
AT4G03510-TAIR-G	825654
AT4G03520-TAIR-G	825653
AT4G03540-TAIR-G	825651
AT4G03550-TAIR-G	825650
AT4G03560-TAIR-G	825655
AT4G03565-TAIR-G	825656
AT4G03566-TAIR-G	6240529
AT4G03570-TAIR-G	825657
AT4G03580-TAIR-G	825658
AT4G03590-TAIR-G	825659
AT4G03600-TAIR-G	825660
AT4G03610-TAIR-G	825661
AT4G03620-TAIR-G	825662
AT4G03630-TAIR-G	825663
AT4G03635-TAIR-G	5008119
AT4G03723-TAIR-G	3770542
AT4G03728-TAIR-G	7922540
AT4G03740-TAIR-G	825675
AT4G03820-TAIR-G	825687
AT4G03827-TAIR-G	6240710
AT4G03830-TAIR-G	825690
AT4G03930-TAIR-G	825703
AT4G03940-TAIR-G	825704
AT4G03945-TAIR-G	6240679
AT4G03950-TAIR-G	825705
AT4G03960-TAIR-G	825706
AT4G03965-TAIR-G	825707
AT4G04020-TAIR-G	825714
AT4G04030-TAIR-G	824638
AT4G04030-TAIR-G	825715
AT4G04040-TAIR-G	825716
AT4G04078-TAIR-G	6240954
AT4G04080-TAIR-G	825719
AT4G04090-TAIR-G	825720
AT4G04110-TAIR-G	825723
AT4G04180-TAIR-G	825733
AT4G04190-TAIR-G	825734
AT4G04200-TAIR-G	825735
AT4G04210-TAIR-G	825736
AT4G04220-TAIR-G	825737
AT4G04260-TAIR-G	825742
AT4G04320-TAIR-G	825752
AT4G04330-TAIR-G	825753
AT4G04340-TAIR-G	825754
AT4G04350-TAIR-G	825755
AT4G04360-TAIR-G	825756
AT4G04370-TAIR-G	825757
AT4G04402-TAIR-G	825765
AT4G04404-TAIR-G	825766
AT4G04423-TAIR-G	825771
AT4G04450-TAIR-G	825775
AT4G04460-TAIR-G	825776
AT4G04470-TAIR-G	825777
AT4G04480-TAIR-G	825778
AT4G04490-TAIR-G	825779
AT4G04500-TAIR-G	825780
AT4G04510-TAIR-G	825781
AT4G04540-TAIR-G	825785
AT4G04570-TAIR-G	825789
AT4G04580-TAIR-G	825790
AT4G04601-TAIR-G	6240247
AT4G04610-TAIR-G	825793
AT4G04614-TAIR-G	3770064
AT4G04620-TAIR-G	825794
AT4G04630-TAIR-G	825795
AT4G04632-TAIR-G	6240891
AT4G04640-TAIR-G	825797
AT4G04650-TAIR-G	825798
AT4G04670-TAIR-G	825800
AT4G04680-TAIR-G	825801
AT4G04690-TAIR-G	825802
AT4G04695-TAIR-G	825804
AT4G04700-TAIR-G	825805
AT4G04710-TAIR-G	825806
AT4G04720-TAIR-G	825807
AT4G04730-TAIR-G	825808
AT4G04740-TAIR-G	825809
AT4G04745-TAIR-G	825810
AT4G04750-TAIR-G	825811
AT4G04760-TAIR-G	825812
AT4G04770-TAIR-G	825814
AT4G04780-TAIR-G	825815
AT4G04790-TAIR-G	825816
AT4G04800-TAIR-G	825817
